ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9301,USB,0,MI,48386, , ,3301,0, , , , ,XXXX,S2,18,65,I, , , , , ,,,F,,0,,,,,,,,,,,,,,, ,1,28,33,27,8,2,1, , , ,9, , , , , , , , , , , , , , , , , , , , ,X,3309,824,1460,99,0,0,50,50,98,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,29,33,35,32,37,40,19,45,38,17,16,39,20,10,8,5,2,22,16,32,17,13,10,4,9,29,40,31,17,6,2,50,15,3,32,152,227,52,50,1,46,45,43,0,0,0,824,1084,5,5,50,50,96,4,10,25,56,45,19,72,28,5,1,4,26,23,14,16,73,9,0,1,0,9,15,31,58,94,4,3,35,49,51,13,4,9,37,1,6,2,41,0,56,93,97,98,2160,57,505,395,454,450,493,19301,9,12,21,22,25,7,1,1,0,8,6,17,28,28,9,1,2,1,15,4,44,4,59,41,7,95,3,0,0,0,0,0,1,1,1,24,30,32,6,79,83,90,76,83,72,70,52,88,99,2,13,15,4,16,15,0,2,10,1,13,5,4,2,2,0,6,20,5,2,6,20,8,7,1,1,7,4,7,4,5,2,2,5,81,5,0,140,2,10,25,26,9,21,7,4,20,2,11,11,1,1,0,12,24,0,26,18,15,27,1,6,2,11,1,2,7,5,1,5,0,0,2,0,1,5,76,95,1,1,3,98,68,16,3,17,1,11,33,60,66,34,3,2,90,0,8,1,0,1,76,24,99,99,99,8,4,4,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9412,9411,,,9408,,,L4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A2D,A2D,A1D, , ,A1D, , ,16,9702,40,6,12,,,,,,,,,,,9508,9507,9505,9504,9503,,9412,,,9409,,,,,,,,,,,,,10,10,10,10,8,,10,,,9,,,83,10,5,4,9411,10,9412,10,9508,9302,9404,14,8.3,69497,0,0,L,4,E,X,X,X,12,A
9501,CNT,0,OK,73107, , ,2001,0, , , , ,XXXX,C3,30,78,E,H, , , , ,,4,F,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,61,0,0,9,4, , , ,, , , , , , , , , , , , , , , , , , , , , ,688,178,308,99,0,0,47,53,83,4,8,2,6,0,0,0,0,0,2,0,4,1,0,2,35,42,44,37,46,48,24,38,44,18,8,24,21,13,15,10,8,17,13,41,18,11,24,13,23,36,32,32,17,6,2,48,26,8,18,144,223,61,60,2,6,4,4,0,0,0,321,337,3,2,72,28,79,21,0,29,58,42,20,76,24,9,1,8,20,29,6,15,49,19,2,2,0,0,0,0,1,13,0,5,22,45,47,12,4,5,1,22,21,1,3,2,0,1,26,71,5880,263,650,210,268,216,272,9423,41,19,25,9,5,0,0,0,0,24,23,32,12,9,0,0,0,0,24,4,40,17,39,61,19,75,25,0,0,0,0,0,0,0,0,5,14,18,1,46,75,85,68,81,66,83,59,99,0,0,14,8,0,15,6,0,0,25,2,18,2,5,5,2,0,7,12,10,0,2,27,2,12,0,0,8,5,11,2,0,9,4,8,74,5,0,120,10,23,36,12,6,11,2,1,28,0,25,5,0,0,0,5,12,0,61,39,0,0,1,3,2,9,0,0,9,1,0,0,0,0,0,0,0,4,62,86,9,4,0,94,42,10,7,41,0,0,33,40,46,54,0,0,94,2,4,0,0,0,99,0,96,94,90,4,1,5,5,9706,9606,9604,9604,,9602,9601,9511,,9509,9508,9507,,,,9502,9501,9409,,,,,,L3E,A3E,A3E,A4E, ,N4E,N4E,N3E, ,N3E,N3E,N3E, , , ,F1D,F1D,P1D, , , , , ,8,9702,18,4,6,,,,,,,,,9510,9512,,,,,9502,9505,9410,,,,,,,,,,,,,,10,10,,,,,5,10,5,,,,,,40,5,2,5,9502,10,9505,10,9512,9410,9502,4,8,113087,0,1,L,3,E,X,X,X,48,B
9201,HCC,1,MN,55409, , ,1206,0, , , , ,XXXX,U1,03,86,E,H, , , ,F,,5,M,8,12,0,0,2,0,1,1,0,0,1,2,0,0,0,0,3,0,18,53,19,2,6,1, , , ,8, , , , , , , , , , , , , , , , , , , , ,X,687,165,314,99,0,0,48,52,94,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,32,35,37,35,41,43,17,55,34,11,8,38,26,8,8,7,6,26,25,28,11,10,17,8,16,30,41,29,13,6,1,48,12,3,37,148,219,76,73,16,23,7,2,0,0,0,818,820,6,5,78,22,98,2,0,22,53,43,17,66,34,5,1,4,23,28,17,14,66,14,1,2,0,0,0,14,64,96,0,1,62,57,59,12,4,23,0,0,4,15,2,0,73,89,97,98,5120,107,613,477,522,488,557,20599,8,19,14,17,28,8,2,0,4,0,17,13,16,32,18,0,0,3,13,7,49,2,53,47,16,66,9,20,20,0,0,0,2,4,1,9,18,20,1,76,85,94,79,90,79,89,86,61,0,6,27,15,6,19,10,0,0,9,0,5,4,2,2,0,0,4,11,4,0,3,15,11,14,3,1,11,11,14,0,2,6,1,10,67,14,0,158,0,9,21,17,4,31,18,3,17,3,10,7,0,0,0,10,18,4,53,20,19,0,1,2,1,7,0,0,5,0,10,0,0,2,0,1,0,6,71,93,3,2,2,99,53,12,5,51,0,0,0,0,0,99,0,0,98,0,0,2,0,0,99,0,99,99,99,8,2,2,4,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1E,A1E,A1E, ,A1E,S3F,S3F,S3F,S4F,S4F,S4F,S4F,S3F,S4F,S4F,S4F,S4F,S4F,S3F,S3F,S3F,S3F,S2F,23,9702,55,5,10,,,,,,,,,,,,,9505,,,,,,9411,9412,9408,,,,,,,,,,,,,,14,,,,,,15,15,15,,140,11,7,5,9203,20,9212,14,9505,9203,9210,7,12.727272727,83595,0,1,L,1,E,X,X,X,8,A
9601,L02,2,FL,33433, , ,3401,0, , , , ,XXXX,S1,11,64,E,H, , , , ,,7,F,9,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,31,22,39,3,2,1, , , ,, ,Y,Y, , , , , , , , , , ,Y, ,Y, , , ,3, ,8032,2162,3977,99,0,0,47,53,97,1,0,2,5,1,0,1,0,0,0,0,0,1,1,3,38,42,45,41,46,49,13,42,36,22,10,25,19,15,11,9,11,17,18,28,21,16,24,10,22,37,40,23,10,3,1,54,12,8,26,132,200,43,25,1,55,55,52,1,1,0,1906,2215,7,8,57,43,82,18,50,17,54,47,13,71,29,4,1,3,20,29,9,10,64,23,0,1,0,44,76,95,98,99,18,5,34,49,49,12,3,16,40,0,4,2,36,0,97,98,99,99,8960,129,548,463,626,570,728,31411,10,9,15,21,21,10,6,3,6,3,4,12,15,26,17,9,5,10,27,2,63,4,74,26,34,85,8,0,0,0,0,0,2,5,2,28,17,22,4,61,65,76,56,74,53,62,42,88,99,5,20,21,3,29,14,1,0,6,0,4,0,0,0,1,0,4,8,3,3,10,19,18,7,3,2,8,6,7,1,3,2,1,7,82,4,1,149,2,6,17,23,8,29,14,7,10,2,8,7,0,0,0,15,31,1,22,19,39,9,0,5,1,6,1,1,4,8,1,3,0,5,1,0,1,12,13,89,4,1,7,96,51,9,3,6,4,45,80,99,99,0,16,11,0,0,98,1,0,0,99,0,99,99,99,16,4,5,8,9706,9606,9604,,9603,9601,9601,,,,,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F,P1F,P1F, , , , , , , , , , , , , , , , ,5,9702,13,4,10,,,,,,9601,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,15,1,1,15,9601,15,9601,15,9601,9601,,,15,39863,0,1,L,1,F,X,X,X,3,B
9101,HOW,28,FL,33549, , ,0,0,X, , , ,XXXX,S1,12,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,29,32,34,10,6,2, ,12, ,5, , , , , , , , , , , , , , , , , , , , ,X,1923,550,672,90,0,10,51,49,97,1,0,1,6,0,0,0,0,0,0,0,0,1,2,2,32,39,41,33,42,44,27,42,37,21,11,26,26,16,10,7,3,18,17,32,19,14,16,4,13,13,33,54,32,9,2,66,9,5,20,217,284,97,97,0,0,0,0,1,0,1,961,1112,5,5,92,8,95,5,3,45,82,71,39,89,11,6,2,4,11,13,5,22,64,11,0,1,0,5,17,44,81,98,1,1,76,63,64,16,4,0,0,2,6,0,0,1,42,58,76,88,8280,131,539,418,457,473,511,18330,8,19,12,25,23,11,0,0,3,6,15,9,27,26,12,0,0,4,32,1,50,5,49,51,13,79,17,0,0,0,0,1,0,4,1,7,26,28,4,79,68,77,59,77,58,73,57,75,0,8,24,14,6,16,10,1,2,5,1,6,9,3,2,1,0,8,10,4,5,7,12,6,12,2,1,11,11,3,6,10,6,2,5,74,3,0,132,4,9,29,24,11,13,10,4,18,2,14,6,0,0,0,14,29,1,32,23,34,8,0,5,4,8,0,0,5,2,0,4,0,1,2,0,0,7,46,92,5,0,3,98,65,15,5,11,1,30,49,72,90,10,0,0,1,1,92,6,0,0,35,65,32,99,99,8,2,5,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,9410,9409,9407,9406,L4E,S4E,S4E,S4E,S4E,S4E,S4E,S4F,S4F,S4F,S4F,S4F,S3F,S3F,S3F,S4F,S4F,S4E, ,S4E,S4E,S4E,S4E,25,9702,80,6,28,,,,,,,9512,9511,9511,,9508,9507,9505,,,,,,,9410,,,,,,,,,10,9,13,,10,10,7,,,,,,,15,,,227,25,10,3,9412,15,9410,10,9512,9104,9109,5,9.08,13424,0,0,L,4,E,X,X,X,20,A
9201,NEW,0,OR,97124, , ,4201,0, , , , ,XXXX,S2,18,56,E,H, , , , ,,5,M,8,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,39,58,22,6,2,0, , , ,8, ,Y, , , , , , , ,Y, , , , , ,Y, , , ,2, ,1135,311,369,99,0,0,53,47,95,1,0,1,4,0,0,0,0,0,0,0,3,0,0,0,30,39,40,30,41,43,34,37,42,22,10,28,28,18,9,5,2,14,15,37,20,14,12,4,10,10,27,62,35,12,4,67,11,3,19,245,306,99,99,0,0,0,0,0,0,0,664,676,6,5,76,24,97,3,0,55,84,72,46,91,9,9,2,7,11,8,5,27,61,8,0,0,0,0,1,3,21,95,0,0,75,58,62,17,5,0,0,0,23,0,0,0,73,86,91,95,6440,233,820,404,421,426,463,15091,3,17,22,29,23,1,2,2,0,0,13,22,29,29,1,3,2,0,13,0,35,1,35,65,2,83,10,0,0,0,0,0,3,4,4,25,23,25,3,66,79,87,69,84,69,84,67,99,0,0,8,9,7,13,16,1,4,10,1,20,3,7,1,2,0,6,32,5,3,11,12,5,3,2,2,5,3,4,4,6,2,0,10,80,1,0,130,2,7,36,23,15,15,2,1,28,2,22,5,0,0,0,22,39,2,58,16,22,4,0,7,2,29,1,0,6,0,0,0,0,0,1,3,0,2,47,96,4,0,0,99,94,34,8,18,0,0,12,66,88,12,0,0,58,0,32,4,0,6,96,4,99,99,99,7,2,7,2,9706,9606,9604,9604,9603,9602,9601,9511,9511,9511,9509,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A2G,A2G,A2G,A2G,A3G,A3G,A3G,A3G,A2G,A2G,A2G,A1F,A2G,A2G,A1G,A2G,A2G,A2G,A2G,A3G,21,9702,52,6,12,,,,,,,,,,,,9506,,,,,9503,,,,9410,,,,,,,,,,,,,20,,,,,30,,,,21,,144,8,4,5,9202,30,9503,20,9506,9202,9212,10,18,175086,0,1,L,1,F,X,X,X,22,B
9001,SYN,1,CA,92020, , ,4801,0, , , , ,XXXX,S1,13,50,E,H, , , , ,1,7,M,,0,,,,,,,,,,,,,,,2,0,38,29,32,14,4,2, , , ,8,04, , , , , , , , , , , , , , , , , , ,2,X,1605,455,562,99,0,0,52,48,96,1,1,2,6,0,1,0,0,0,0,0,4,0,0,2,37,44,47,38,46,49,23,38,35,26,10,19,21,16,14,13,6,18,14,31,22,15,29,8,26,14,37,49,30,12,5,63,8,5,23,197,285,97,97,0,2,2,2,0,0,0,1958,2044,7,8,86,14,98,2,8,34,81,71,29,88,12,5,0,4,9,15,5,17,59,20,0,0,0,48,77,95,99,99,8,1,77,63,65,15,4,0,2,0,11,0,2,0,93,96,99,99,7320,15,825,529,585,595,635,20879,4,11,12,20,27,15,5,2,4,0,10,11,20,28,17,5,3,5,29,5,63,2,40,60,4,90,5,0,0,0,0,1,2,1,1,1,23,24,1,74,66,80,53,74,48,64,43,45,99,7,22,30,3,12,6,0,2,6,1,12,2,2,1,3,0,4,15,2,2,4,13,12,7,3,0,8,15,8,6,14,4,2,5,70,5,0,140,2,13,14,30,9,19,13,9,20,2,18,9,0,0,0,21,38,4,29,32,32,10,1,8,0,9,0,0,4,3,2,0,1,0,1,0,0,6,52,87,2,4,8,99,86,40,13,34,0,0,1,21,42,58,0,0,91,0,9,0,0,0,99,0,99,99,99,10,2,9,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,9504,9502,9412,9411,9411,9410,9409,9407,9406,L1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G, ,L2F, ,A1F,A1F,A1F,A1F,A2F,A2F,A2F,A2F,A3F,20,9702,53,6,11,,,,,,,,,,,,,,9506,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,70,7,3,3,9302,25,9506,25,9506,9009,9209,24,10,152104,0,0,L,1,G,X,X,X,4,A
8601,ANN,0,TX,79405, , ,0,0, , , , ,XXXX,T1,34,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,3,13,0,38,5,10,2, , , ,6, , , , , , , , , , , , , , , , , , , , ,X,3323,721,1071,99,0,0,49,51,58,9,0,0,66,0,0,0,0,0,0,0,60,0,0,6,26,37,41,30,43,48,36,43,40,16,16,27,19,10,10,8,10,17,18,34,19,12,23,12,22,30,20,50,34,21,12,48,16,11,24,200,295,72,68,9,27,18,10,3,3,0,243,277,2,2,43,57,80,20,0,45,67,46,31,83,17,14,3,11,19,21,3,16,30,12,3,4,1,0,0,0,1,4,0,12,12,40,41,15,6,19,8,0,35,12,8,0,6,8,17,59,4600,437,651,132,147,154,160,4960,54,27,12,6,1,0,0,0,0,51,29,11,8,1,0,0,0,0,25,12,10,50,47,53,3,76,20,1,1,0,0,1,2,0,0,1,14,18,1,45,57,67,49,61,41,52,37,45,55,19,3,5,3,3,9,1,1,28,4,16,15,8,5,4,0,9,13,4,3,5,20,3,9,7,1,9,7,4,3,3,7,2,7,74,6,0,107,34,28,23,9,3,1,2,1,33,3,27,4,0,0,0,10,21,2,40,10,23,27,0,1,0,1,0,0,5,1,0,0,0,0,0,0,0,5,84,43,57,0,0,90,42,6,4,36,1,9,10,15,39,61,0,1,87,0,12,0,0,0,99,0,99,98,74,9,2,4,10,9706,9606,9604,9604,9603,,9601,9511,,9510,9508,9507,9506,9504,9503,,9501,9411,,,9409,9407,9406,L4E,S4E,S4E,S4E,S4E, ,S4E,S4E, ,S4E,S4E,S4E,S4E,S4E,S4E, ,S4E,S4E, , ,S4E,S4E,S3E,34,9702,84,5,13,,,,,,9601,,,,9509,9507,9506,9505,9504,,9501,,,,9409,9407,9406,,,,,,11,,,,10,10,10,10,10,,12,,,,7,12,10,435,48,27,5,9412,17,8803,11,9601,8608,8705,9,9.0625,128522,20,1,L,4,E,X,X,X,50,C
9601,MBC,1,CO,80004, , ,3601,0, , , , ,XXXX,S1,14,62,E,H, ,F, , ,1,5,M,8,10,0,0,3,0,0,0,0,2,0,1,2,0,0,0,3,0,24,73,4,8,1,4, , , ,, , ,Y,Y,Y, ,Y, ,Y,Y, , , ,Y, ,Y, , , ,2, ,3332,909,1017,99,0,0,51,49,97,0,0,1,5,0,0,0,0,0,0,0,2,0,0,2,30,37,37,27,38,40,36,40,41,19,9,30,39,15,4,2,1,15,19,33,20,13,5,1,3,8,23,69,47,14,3,73,6,1,19,285,327,99,99,0,0,0,0,0,0,0,1003,1068,7,7,95,5,97,3,3,62,89,82,56,95,5,6,1,4,7,5,3,30,65,3,0,0,0,1,3,50,99,99,0,0,91,71,72,19,4,0,0,0,5,0,0,0,86,90,94,94,2080,241,751,519,519,571,565,17638,1,5,12,28,37,13,3,2,1,1,5,10,29,37,13,2,2,1,4,0,53,0,43,57,12,84,9,2,2,0,0,0,1,4,0,40,22,25,1,79,83,95,71,94,66,73,64,99,99,0,18,19,5,11,17,2,3,4,0,13,2,5,2,0,4,6,18,5,6,7,11,8,5,5,1,4,5,8,6,8,1,4,7,73,6,1,144,0,1,23,29,8,26,12,7,30,6,26,6,0,0,0,13,24,2,73,4,4,7,0,4,0,11,1,0,3,1,1,0,0,0,0,1,0,2,55,97,0,0,2,99,92,29,5,10,0,14,66,97,98,2,0,0,92,0,5,0,2,1,99,1,99,99,99,10,2,3,1,9706,9606,9604,,9603,,,9509,,,,,,,,,,,,,,,,L1G,F1G,F1G, ,F1G, , ,P1G, , , , , , , , , , , , , , , ,4,9702,12,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,0,25,9512,25,9512,25,9512,9512,,,25,129085,0,1,L,1,G,X,X,X,5,B
9401,HOS,0,MS,39503, , ,5001,0, , , , ,XXXX,T2,39,48,E,H, , , , ,,5,F,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,37,38,13,9,4,9, , , ,, , , , ,Y, , ,Y,Y, , , ,Y,Y, , , , , ,2,X,1698,472,603,9,0,91,49,51,98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,38,41,32,42,45,30,42,39,19,13,28,22,15,10,8,5,17,17,30,23,13,18,8,16,18,28,54,30,9,3,65,11,6,18,216,279,53,53,0,8,7,3,0,0,0,711,833,3,2,76,24,93,7,4,47,78,65,38,89,11,9,2,7,13,13,3,25,61,12,1,1,0,3,9,27,46,73,1,3,34,48,51,16,5,6,2,39,6,5,3,10,1,3,12,76,920,363,746,211,285,273,321,9253,34,21,16,14,15,1,1,0,0,20,25,18,16,20,1,1,0,0,32,8,20,19,47,53,10,77,14,0,0,0,0,0,4,5,4,6,20,24,7,64,64,85,44,79,43,41,37,58,99,9,9,11,0,11,14,0,3,13,0,16,12,6,5,1,1,13,11,1,3,1,25,6,6,4,0,7,4,3,14,9,4,9,9,64,5,0,120,8,23,33,16,7,10,2,2,22,1,18,5,1,2,0,18,37,1,38,17,13,34,1,8,3,9,0,0,5,2,0,1,0,0,1,0,0,0,68,99,1,1,0,89,54,18,5,16,0,21,35,64,76,24,0,0,21,25,46,1,0,6,27,73,24,99,95,6,2,3,2,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,,9501,9411,9411,9410,9409,,9406,L4E,A4E,A4E,A4E,A4E,A3E,A3E,A2E,A2E,A2E,A2E,A2E,A1D, ,N2D, ,N1D,F1D,F1D,F1D,F1D, ,F1D,14,9702,35,6,12,,,,,,,,,9511,9511,,9509,,,,9501,,,,,,,,,,,,,,,9,11,,7,,,,7,,,,,,,51,6,4,5,9402,12,9504,11,9511,9402,9501,11,8.5,55720,0,1,L,4,E,X,X,X,53,C
9101,CNT,1,MN,55987, , ,0,0, , , , ,XXXX,C2,27,, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,48,22,39,5,2,0, , , ,2, , , , , , , , , , , , , , , , , , , , ,X,33431,7549,12054,0,82,18,48,52,98,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,28,36,46,34,42,50,21,39,41,20,29,18,16,10,9,9,9,15,15,31,19,20,27,13,26,28,32,39,24,9,3,47,7,7,39,168,248,66,64,8,28,20,13,10,1,9,538,596,3,3,69,31,96,4,14,31,63,52,24,69,31,6,1,5,17,24,9,18,63,18,0,0,0,1,2,7,21,56,0,7,45,56,54,13,4,19,9,5,5,12,13,1,9,21,45,72,0,117,702,248,326,302,378,11486,31,20,17,17,11,3,1,0,1,14,19,21,23,16,4,2,0,1,30,5,47,15,50,50,15,69,12,1,1,0,0,0,13,4,4,4,11,15,2,30,66,72,60,68,57,78,67,70,88,5,13,11,3,11,15,0,1,14,3,11,10,3,4,3,0,4,27,3,1,4,20,3,3,2,1,7,14,5,2,6,7,1,7,69,10,1,120,10,11,32,16,8,14,8,8,30,2,14,22,0,0,0,12,26,1,28,16,36,11,0,1,0,24,0,0,4,1,5,6,0,0,0,1,0,2,63,96,1,0,2,89,53,15,6,45,1,6,10,26,36,64,1,0,64,5,11,16,0,5,82,17,85,99,96,9,2,4,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,22,9702,57,6,13,,,,,,,,,9511,,,,,,,,9412,,,,,,,,,,,,,,15,,,,,,,,15,,,,,,114,10,3,5,9111,15,9303,15,9511,9109,9111,2,11.4,84787,0,1,L,1,F,X,X,X,52,D
